"Species","Habit","Bark","Foliage type","Phyllode arrangement","Infloresence","Anastomoses","Aril development","Atlas Search#link","","#img","#name","#href"
"Acacia spania","tree","normal","phyllodes","scattered","racemose","cylindrical","well developed","http://bie.ala.org.au/search?q=Acacia+spania",,"default","Acacia spania - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27spania%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia sparsiflora","tree","normal","phyllodes","scattered","racemose","cylindrical","well developed","http://bie.ala.org.au/search?q=Acacia+sparsiflora",,"default","Acacia sparsiflora - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27sparsiflora%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia spathulifolia","shrub","normal","phyllodes","scattered","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+spathulifolia",,"default","Acacia spathulifolia - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27spathulifolia%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia speckii","tree or shrub","normal","phyllodes","scattered","simple","ellipsoid","well developed","http://bie.ala.org.au/search?q=Acacia+speckii",,"default","Acacia speckii - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27speckii%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia spectabilis","tree or shrub","normal","bipinnate","no phyllodes","racemose","globular","well developed","http://bie.ala.org.au/search?q=Acacia+spectabilis",,"default","Acacia spectabilis - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27spectabilis%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia sphacelata","shrub","normal","phyllodes","scattered","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+sphacelata",,"default","Acacia sphacelata - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27sphacelata%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia sphaerostachya","shrub","normal","phyllodes","scattered","simple","ellipsoid","unknown","http://bie.ala.org.au/search?q=Acacia+sphaerostachya",,"default","Acacia sphaerostachya - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27sphaerostachya%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia sphenophylla","shrub","normal","phyllodes","scattered","simple","ellipsoid","well developed","http://bie.ala.org.au/search?q=Acacia+sphenophylla",,"default","Acacia sphenophylla - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27sphenophylla%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia spilleriana","shrub","normal","phyllodes","scattered","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+spilleriana",,"default","Acacia spilleriana - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27spilleriana%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia spinescens","shrub","normal","phyllodes","scattered","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+spinescens",,"default","Acacia spinescens - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27spinescens%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia spinosissima","shrub","normal","phyllodes","scattered","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+spinosissima",,"default","Acacia spinosissima - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27spinosissima%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia spirorbis","tree or shrub","normal","phyllodes","scattered","simple","cylindrical","well developed","http://bie.ala.org.au/search?q=Acacia+spirorbis",,"default","Acacia spirorbis - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27spirorbis%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia spondylophylla","shrub","normal","phyllodes","whorled","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+spondylophylla",,"default","Acacia spondylophylla - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27spondylophylla%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia spongolitica","shrub","normal","phyllodes","scattered","simple","ellipsoid","well developed","http://bie.ala.org.au/search?q=Acacia+spongolitica",,"default","Acacia spongolitica - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27spongolitica%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia squamata","shrub","normal","phyllodes","scattered","racemose","globular","well developed","http://bie.ala.org.au/search?q=Acacia+squamata",,"default","Acacia squamata - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27squamata%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia stanleyi","shrub","normal","phyllodes","scattered","simple","cylindrical","well developed","http://bie.ala.org.au/search?q=Acacia+stanleyi",,"default","Acacia stanleyi - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27stanleyi%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia startii","shrub","normal","phyllodes","scattered","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+startii",,"default","Acacia startii - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27startii%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia steedmanii","tree or shrub","normal","phyllodes","scattered","racemose","globular","well developed","http://bie.ala.org.au/search?q=Acacia+steedmanii",,"default","Acacia steedmanii - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27steedmanii%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia stellaticeps","shrub","normal","phyllodes","scattered","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+stellaticeps",,"default","Acacia stellaticeps - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27stellaticeps%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia stenophylla","tree or shrub","normal","phyllodes","scattered","racemose","globular","poorly developed","http://bie.ala.org.au/search?q=Acacia+stenophylla",,"default","Acacia stenophylla - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27stenophylla%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia stenoptera","shrub","normal","phyllodes","scattered","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+stenoptera",,"default","Acacia stenoptera - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27stenoptera%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia stereophylla","tree or shrub","normal","phyllodes","scattered","simple","cylindrical","well developed","http://bie.ala.org.au/search?q=Acacia+stereophylla",,"default","Acacia stereophylla - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27stereophylla%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia stigmatophylla","shrub","normal","phyllodes","scattered","simple","cylindrical","well developed","http://bie.ala.org.au/search?q=Acacia+stigmatophylla",,"default","Acacia stigmatophylla - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27stigmatophylla%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia stipuligera","shrub","normal","phyllodes","scattered","simple","cylindrical","well developed","http://bie.ala.org.au/search?q=Acacia+stipuligera",,"default","Acacia stipuligera - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27stipuligera%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia stipulosa","shrub","normal","phyllodes","scattered","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+stipulosa",,"default","Acacia stipulosa - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27stipulosa%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia storyi","tree or shrub","normal","bipinnate","no phyllodes","racemose","globular","well developed","http://bie.ala.org.au/search?q=Acacia+storyi",,"default","Acacia storyi - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27storyi%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia stowardii","tree or shrub","normal","phyllodes","scattered","simple","ellipsoid","well developed","http://bie.ala.org.au/search?q=Acacia+stowardii",,"default","Acacia stowardii - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27stowardii%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia striatifolia","tree or shrub","normal","phyllodes","scattered","simple","cylindrical","well developed","http://bie.ala.org.au/search?q=Acacia+striatifolia",,"default","Acacia striatifolia - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27striatifolia%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia stricta","tree or shrub","normal","phyllodes","scattered","simple","ellipsoid","well developed","http://bie.ala.org.au/search?q=Acacia+stricta",,"default","Acacia stricta - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27stricta%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia strongylophylla","shrub","normal","phyllodes","scattered","simple","globular","poorly developed","http://bie.ala.org.au/search?q=Acacia+strongylophylla",,"default","Acacia strongylophylla - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27strongylophylla%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia suaveolens","shrub","normal","phyllodes","scattered","racemose","globular","well developed","http://bie.ala.org.au/search?q=Acacia+suaveolens",,"default","Acacia suaveolens - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27suaveolens%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia subcaerulea","shrub","normal","phyllodes","scattered","racemose","globular","well developed","http://bie.ala.org.au/search?q=Acacia+subcaerulea",,"default","Acacia subcaerulea - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27subcaerulea%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia suberosa","tree or shrub","normal","bipinnate","no phyllodes","simple","globular","absent","http://bie.ala.org.au/search?q=Acacia+suberosa",,"default","Acacia suberosa - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27suberosa%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia subflexuosa","shrub","normal","phyllodes","scattered","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+subflexuosa",,"default","Acacia subflexuosa - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27subflexuosa%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia sublanata","shrub","normal","phyllodes","scattered","simple","ellipsoid","well developed","http://bie.ala.org.au/search?q=Acacia+sublanata",,"default","Acacia sublanata - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27sublanata%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia subporosa","tree","normal","phyllodes","scattered","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+subporosa",,"default","Acacia subporosa - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27subporosa%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia subracemosa","shrub","normal","bipinnate","no phyllodes","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+subracemosa",,"default","Acacia subracemosa - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27subracemosa%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia subrigida","shrub","normal","phyllodes","scattered","racemose","globular","absent","http://bie.ala.org.au/search?q=Acacia+subrigida",,"default","Acacia subrigida - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27subrigida%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia subsessilis","shrub","normal","phyllodes","scattered","simple","ellipsoid","well developed","http://bie.ala.org.au/search?q=Acacia+subsessilis",,"default","Acacia subsessilis - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27subsessilis%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia subternata","shrub","normal","phyllodes","fasciculate","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+subternata",,"default","Acacia subternata - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27subternata%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia subtessarogona","tree","normal","phyllodes","scattered","simple","ellipsoid","poorly developed","http://bie.ala.org.au/search?q=Acacia+subtessarogona",,"default","Acacia subtessarogona - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27subtessarogona%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia subtilinervis","tree or shrub","normal","phyllodes","scattered","simple","cylindrical","well developed","http://bie.ala.org.au/search?q=Acacia+subtilinervis",,"default","Acacia subtilinervis - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27subtilinervis%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia subulata","tree or shrub","normal","phyllodes","scattered","racemose","globular","well developed","http://bie.ala.org.au/search?q=Acacia+subulata",,"default","Acacia subulata - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27subulata%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia sulcata","shrub","normal","phyllodes","scattered","simple","globular","well developed","http://bie.ala.org.au/search?q=Acacia+sulcata",,"default","Acacia sulcata - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27sulcata%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia sutherlandii","tree or shrub","normal","bipinnate","no phyllodes","simple","cylindrical","absent","http://bie.ala.org.au/search?q=Acacia+sutherlandii",,"default","Acacia sutherlandii - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27sutherlandii%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia symonii","tree or shrub","normal","phyllodes","scattered","simple","cylindrical","well developed","http://bie.ala.org.au/search?q=Acacia+symonii",,"default","Acacia symonii - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27symonii%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
"Acacia synchronicia","tree or shrub","normal","phyllodes","scattered","simple","globular","poorly developed","http://bie.ala.org.au/search?q=Acacia+synchronicia",,"default","Acacia synchronicia - Map it","https://www.google.com/fusiontables/embedviz?q=select+col2+from+1h9rngHw9Cskbfpd7bAfYS19-RFiRDI9elMEh8fqA+where+col0+%3D+%27synchronicia%27&viz=MAP&h=false&lat=-25.385322964636917&lng=133.50917968750002&t=1&z=5&l=col2&y=2&tmplt=2&hml=TWO_COL_LAT_LNG"
