"Common Name","Latin name#long","Location#long","Bio Profile#link#hidden","Photographer Name#long","Photographer URL#link#hidden","#img","#name","#href"
"doctorfish","Acanthurus chirurgus","","http://www.flmnh.ufl.edu/fish/gallery/Descript/DrFish/Doctor.htm","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Acanthuridae (Acanthurus chirurgus) doctorfish","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=5337"
"doctorfish","Acanthurus chirurgus","","http://www.flmnh.ufl.edu/fish/gallery/Descript/DrFish/Doctor.htm","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Acanthuridae (Acanthurus chirurgus) doctorfish","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=5338"
"Doctorfish","Acanthurus chirurgus","Fernando de Noronha, Brazil","http://www.flmnh.ufl.edu/fish/gallery/Descript/DrFish/Doctor.htm","Luiz Rocha","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Rocha","default","Acanthuridae (Acanthurus chirurgus) Doctorfish","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=1252"
"blue tang","Acanthurus coeruleus","Highbourne Key, Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","George Ryschkewitsch","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Ryschkewitsch","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=1729"
"blue tang","Acanthurus coeruleus","","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Keri Wilk","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Wilk","default","Sciaenidae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=592"
"blue tang - juvenile","Acanthurus coeruleus","","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Keri Wilk","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Wilk","default","Acanthuridae (Acanthurus coeruleus) blue tang - juvenile","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=562"
"blue tang - juvenile","Acanthurus coeruleus","","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Keri Wilk","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Wilk","default","Acanthuridae (Acanthurus coeruleus) blue tang - juvenile","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=563"
"blue tang - juvenile","Acanthurus coeruleus","Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Acanthuridae (Acanthurus coeruleus) blue tang - juvenile","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=3148"
"blue tang","Acanthurus coeruleus","South Eleuthra, Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","George Ryschkewitsch","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Ryschkewitsch","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=1482"
"blue tang","Acanthurus coeruleus","Saba, Netherland Antilles","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","George Ryschkewitsch","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Ryschkewitsch","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=1550"
"blue tang","Acanthurus coeruleus","Highbourne Key, Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","George Ryschkewitsch","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Ryschkewitsch","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=1749"
"blue tang","Acanthurus coeruleus","Spanish Wells, Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","John Soward","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Soward","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=5736"
"blue tang","Acanthurus coeruleus","Grand Turk British West Indies","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","David Snyder","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Snyder","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=3"
"blue tang","Acanthurus coeruleus","Belize","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=3129"
"blue tang","Acanthurus coeruleus","Grand Cayman Island , Caribbean Sea","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Judy Townsend","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Townsend","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11510"
"blue tang","Acanthurus coeruleus","Aquarium specimen","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Richard Bejarano","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Bejarano","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11719"
"blue tang","Acanthurus coeruleus","Aquarium specimen","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Richard Bejarano","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Bejarano","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11720"
"blue tang","Acanthurus coeruleus","Grand Turk","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Barbara Shively","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Shively","default","Sciaenidae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11232"
"blue tang - juvenile","Acanthurus coeruleus","Grand Turk","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Barbara Shively","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Shively","default","Sciaenidae (Acanthurus coeruleus) blue tang - juvenile","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11233"
"blue tang","Acanthurus coeruleus","St. John, USVI","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Kirk Kilfoyle","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Kilfoyle","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11130"
"blue tang","Acanthurus coeruleus","Grand Turk","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Barbara Shively","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Shively","default","Sciaenidae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11234"
"blue tang","Acanthurus coeruleus","Biscayne National Park , Florida","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Kirk Kilfoyle","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Kilfoyle","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11775"
"blue tang","Acanthurus coeruleus","Ft. Lauderdale, Florida","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Kirk Kilfoyle","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Kilfoyle","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11776"
"blue tang","Acanthurus coeruleus","Turks & Caicos, Caribbean Sea,","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Barbara Shively","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Shively","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11938"
"blue tang","Acanthurus coeruleus","Grand Turk, Turks and Caicos Islands","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Barbara Shively","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Shively","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11971"
"Blue tang - internediate","Acanthurus coeruleus","Turks & Caicos, Caribbean Sea","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Barbara Shively","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Shively","default","Acanthuridae (Acanthurus coeruleus) Blue tang - internediate","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11939"
"blue tang","Acanthurus coeruleus","Aquarium specimen","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Richard Bejarano","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Bejarano","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=13469"
"blue tang","Acanthurus coeruleus","Aquarium specimen","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Richard Bejarano","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Bejarano","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=6604"
"blue tang","Acanthurus coeruleus","Gulf of Mexico, Florida","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Alexander MacPherson","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#MacPherson","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=7073"
"blue tang","Acanthurus coeruleus","Mona Island, Puerto Rico","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Richard Bejarano","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Bejarano","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=7378"
"blue tang","Acanthurus coeruleus","Mona Island, Puerto Rico","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Kirk Kilfoyle","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Kilfoyle","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11777"
"blue tang - juvenile","Acanthurus coeruleus","Lake Worth Lagoon, Florida","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Suzan Meldonian","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Meldonian","default","Sciaenidae (Acanthurus coeruleus) blue tang - juvenile","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=11793"
"blue tang","Acanthurus coeruleus","Palm Beach, Florida","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","David Snyder","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Snyder","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=7456"
"blue tang","Acanthurus coeruleus","Aquarium specimen","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Richard Bejarano","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Bejarano","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=9693"
"blue tang","Acanthurus coeruleus","Spanish Wells, Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","John Soward","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Soward","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=8994"
"blue tang","Acanthurus coeruleus","Spanish Wells, Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","John Soward","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Soward","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=8995"
"blue tang","Acanthurus coeruleus","Spanish Wells, Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","John Soward","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Soward","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=8996"
"blue tang","Acanthurus coeruleus","Florida Keys","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Alexander MacPherson","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#MacPherson","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=9207"
"blue tang - juvenile","Acanthurus coeruleus","Rodeo 25 Wreck, Pompano Beach, Florida","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Joe Marino","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Marino","default","Acanthuridae (Acanthurus coeruleus) blue tang - juvenile","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=8920"
"blue tang","Acanthurus coeruleus","Aquarium specimen","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Richard Bejarano","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Bejarano","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=9694"
"blue tang - juvenile","Acanthurus coeruleus","Little Cayman Island, Caribbean","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Joe Marino","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Marino","default","Acanthuridae (Acanthurus coeruleus) blue tang - juvenile","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=9995"
"blue tang","Acanthurus coeruleus","Aquarium specimen","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Richard Bejarano","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Bejarano","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=10089"
"blue tang","Acanthurus coeruleus","Aquarium specimen","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Richard Bejarano","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Bejarano","default","Acanthuridae (Acanthurus coeruleus) blue tang","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=10090"
"blue tang - juvenile","Acanthurus coeruleus","Akumal, Mexico","http://www.flmnh.ufl.edu/fish/gallery/Descript/BlueTang/BlueTang.html","Kirk Kilfoyle","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Kilfoyle","default","Acanthuridae (Acanthurus coeruleus) blue tang - juvenile","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=10455"
"Gulf sturgeon","Acipenser oxyrinchus desotoi","Suwannee River, Fanning Springs, Levy Co., FL","http://www.flmnh.ufl.edu/fish/gallery/Descript/gulfsturgeon/gulfsturgeon.html","Noel Burkhead","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burkhead","default","Acipenseridae (Acipenser oxyrinchus desotoi) Gulf sturgeon","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=9278"
"Gulf sturgeon","Acipenser oxyrinchus desotoi","Suwannee River, Fanning Springs, Levy Co., FL","http://www.flmnh.ufl.edu/fish/gallery/Descript/gulfsturgeon/gulfsturgeon.html","Noel Burkhead","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burkhead","default","Acipenseridae (Acipenser oxyrinchus desotoi) Gulf sturgeon","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=9277"
"Gulf sturgeon","Acipenser oxyrinchus desotoi","Suwannee River, Levy Co., FL","http://www.flmnh.ufl.edu/fish/gallery/Descript/gulfsturgeon/gulfsturgeon.html","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Acipenseridae (Acipenser oxyrinchus desotoi) Gulf sturgeon","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=14293"
"Gulf sturgeon","Acipenser oxyrinchus desotoi","Suwannee River, Levy Co., FL","http://www.flmnh.ufl.edu/fish/gallery/Descript/gulfsturgeon/gulfsturgeon.html","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Acipenseridae (Acipenser oxyrinchus desotoi) Gulf sturgeon","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=14294"
"Gulf sturgeon","Acipenser oxyrinchus desotoi","Suwannee River, Levy Co., FL","http://www.flmnh.ufl.edu/fish/gallery/Descript/gulfsturgeon/gulfsturgeon.html","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Acipenseridae (Acipenser oxyrinchus desotoi) Gulf sturgeon","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=14297"
"Gulf sturgeon","Acipenser oxyrinchus desotoi","Lower Cape Fear River, North Carolina","http://www.flmnh.ufl.edu/fish/gallery/Descript/gulfsturgeon/gulfsturgeon.html","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Acipenseridae (Acipenser oxyrinchus desotoi) Gulf sturgeon","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=14300"
"Gulf sturgeon","Acipenser oxyrinchus desotoi","Suwannee River, Levy Co., FL","http://www.flmnh.ufl.edu/fish/gallery/Descript/gulfsturgeon/gulfsturgeon.html","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Acipenseridae (Acipenser oxyrinchus desotoi) Gulf sturgeon","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=14296"
"Gulf sturgeon","Acipenser oxyrinchus desotoi","Suwannee River, Levy Co., FL","http://www.flmnh.ufl.edu/fish/gallery/Descript/gulfsturgeon/gulfsturgeon.html","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Acipenseridae (Acipenser oxyrinchus desotoi) Gulf sturgeon","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=14298"
"Gulf sturgeon","Acipenser oxyrinchus desotoi","Suwannee River, Levy Co., FL","http://www.flmnh.ufl.edu/fish/gallery/Descript/gulfsturgeon/gulfsturgeon.html","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Acipenseridae (Acipenser oxyrinchus desotoi) Gulf sturgeon","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=14299"
"Gulf sturgeon","Acipenser oxyrinchus desotoi","Suwannee River, Levy Co., FL","http://www.flmnh.ufl.edu/fish/gallery/Descript/gulfsturgeon/gulfsturgeon.html","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Acipenseridae (Acipenser oxyrinchus desotoi) Gulf sturgeon","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=14295"
"Gulf sturgeon","Acipenser oxyrinchus desotoi","Suwannee River, Fanning Springs, Levy Co., FL","http://www.flmnh.ufl.edu/fish/gallery/Descript/gulfsturgeon/gulfsturgeon.html","Noel Burkhead","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burkhead","default","Acipenseridae (Acipenser oxyrinchus desotoi) Gulf sturgeon","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=961"
"Gulf sturgeon","Acipenser oxyrinchus desotoi","Suwannee River at mouth, Levy Co., FL (experimental hatchery)","http://www.flmnh.ufl.edu/fish/gallery/Descript/gulfsturgeon/gulfsturgeon.html","Noel Burkhead","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burkhead","default","Acipenseridae (Acipenser oxyrinchus desotoi) Gulf sturgeon","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=962"
